Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price
2018,4131,Petrol,Automatic,First,5,7.75
2016,31700,Petrol,Manual,First,5,6.45
2017,66988,Diesel,Automatic,First,7,10
2014,54230,Petrol,Manual,First,5,4.5
2015,35000,Petrol,Manual,First,5,3.4
2010,62714,Petrol,Automatic,First,5,4.5
2015,45295,Petrol,Manual,First,5,4.3
2018,7000,Diesel,Automatic,First,5,46
2016,57000,Petrol,Automatic,First,5,3.4
2013,40100,Diesel,Automatic,First,5,14.5
2013,56000,Petrol,Manual,First,5,2.1
2012,15000,Petrol,Manual,First,5,3.65
2014,14000,Petrol,Manual,First,5,3
2009,68000,Diesel,Manual,Second,5,3.95
2012,83000,Diesel,Automatic,First,5,6.75
2013,81504,Diesel,Manual,First,5,6.53
2015,73500,Diesel,Manual,First,7,22
2013,52900,Petrol,Automatic,First,5,4.75
2017,20000,Petrol,Automatic,First,5,5.99
2011,46000,Petrol,Manual,First,5,3.05
2010,65000,Petrol,Manual,First,5,2.4
2016,36681,Diesel,Manual,First,5,6.71
2014,67000,Diesel,Manual,Second,7,7.2
2016,18000,Petrol,Automatic,First,5,5.4
2015,56409,Diesel,Manual,First,5,6.63
2018,20300,Petrol,Automatic,First,5,14.21
2010,45008,Petrol,Manual,First,5,3
2017,21799,Petrol,Manual,First,5,5.11
2011,57328,Petrol,Manual,First,5,3.39
2017,35358,Diesel,Automatic,First,7,22.99
2009,46946,Petrol,Manual,Second,5,2.35
2012,39772,Diesel,Manual,First,5,2.85
2014,58000,Diesel,Automatic,First,5,18.5
2014,52000,Petrol,Manual,First,5,5.99
2008,152000,Petrol,Manual,Second,5,3
2016,42700,Petrol,Manual,First,5,3.6
2014,60000,Diesel,Automatic,First,5,24
2015,33195,Petrol,Manual,First,5,6.26
2010,110000,Diesel,Manual,First,7,13.7
2016,52000,Diesel,Automatic,First,5,35
2015,64399,Diesel,Manual,First,5,5.02
2015,55000,Petrol,Manual,First,5,3.1
2012,50000,Diesel,Manual,First,5,5.5
2014,33485,Petrol,Manual,First,5,3.59
2015,32000,Diesel,Manual,First,5,4.65
2016,41713,Diesel,Manual,First,5,12.5
2017,46000,Diesel,Manual,First,5,12.9
2015,52950,Petrol,Manual,First,5,2.35
2015,29500,Petrol,Manual,First,5,4.15
2012,63888,Diesel,Automatic,First,5,22.58
2016,60000,Petrol,Manual,First,5,2.65
2010,59196,Petrol,Manual,Second,5,2.25
2016,121362,Diesel,Manual,First,7,16
2013,78000,Diesel,Automatic,First,5,19.5
2015,59000,Diesel,Automatic,First,7,21
2012,95000,Diesel,Automatic,Second,5,17.5
2010,84000,Diesel,Manual,Second,5,2.41
2012,58253,Diesel,Manual,Second,5,4.45
2014,64557,Diesel,Automatic,Second,5,29.93
2009,68078,Petrol,Manual,First,5,1.02
2009,149706,Diesel,Manual,First,7,11
2013,25984,Petrol,Manual,First,5,5.35
2017,15544,Petrol,Manual,First,5,5.65
2015,34000,Diesel,Automatic,First,5,22
2013,24000,Petrol,Automatic,First,5,5.95
2014,52000,Diesel,Manual,Second,5,4.1
2012,135000,Diesel,Manual,First,5,5.4
2017,39000,Diesel,Manual,First,5,8.45
2013,45306,Diesel,Automatic,Second,4,42.5
2010,140000,Diesel,Manual,First,7,10.75
2015,67415,Diesel,Automatic,First,7,11.03
2016,25562,Petrol,Manual,First,5,3.5
2016,30292,Petrol,Manual,First,5,6.3
2014,84056,Petrol,Manual,First,5,6.75
2017,62691,Diesel,Manual,First,5,7.5
2013,87000,Diesel,Automatic,First,5,15.5
2015,52513,Petrol,Manual,First,5,4.65
2016,43983,Petrol,Automatic,First,5,7.58
2013,90121,Petrol,Manual,First,5,2.2
2011,42500,Diesel,Automatic,First,5,5.25
2016,62192,Diesel,Manual,First,5,5.22
2018,38394,Petrol,Manual,First,5,9.18
2013,37287,Petrol,Manual,First,4,1.74
2011,60000,Petrol,Automatic,First,5,4.45
2017,39419,Petrol,Manual,First,5,4.95
2014,55000,Diesel,Manual,First,5,5.64
2016,7000,Petrol,Manual,First,5,6.9
2011,85000,Diesel,Automatic,First,5,13.95
2013,51000,Diesel,Automatic,Second,5,17
2012,90000,Diesel,Manual,Second,7,4.6
2010,105000,Diesel,Manual,Second,8,5.21
2017,36458,Petrol,Manual,First,5,12.34
2006,109000,Petrol,Manual,First,5,1.5
2015,49000,Diesel,Automatic,First,5,22.99
2010,45000,Diesel,Automatic,First,6,40
2011,54000,Petrol,Automatic,First,5,2.9
2016,28000,Petrol,Automatic,First,5,13.9
2016,38500,Diesel,Manual,Second,5,7.85
2016,17738,Diesel,Automatic,First,5,54.45
2011,47000,Diesel,Manual,First,5,3.25
2015,28005,Petrol,Manual,First,5,7.1
2017,13000,Petrol,Manual,First,5,4.65
2012,67000,Diesel,Manual,First,5,5
2015,50000,Petrol,Manual,First,5,4.95
2014,55000,Diesel,Manual,First,7,9.8
2019,9312,Diesel,Automatic,First,5,78.8
2015,30458,Petrol,Manual,First,5,2.99
2014,46000,Petrol,Manual,First,5,4.45
2011,50000,Petrol,Manual,Second,4,0.75
2014,72563,Diesel,Manual,Second,5,5
2015,58239,Petrol,Automatic,First,5,9.69
2015,57934,Diesel,Manual,First,8,5.5
2017,6500000,Diesel,Automatic,First,5,65
2015,63000,Diesel,Manual,First,5,5.11
2012,27014,Petrol,Manual,First,5,2.19
2012,90906,Diesel,Manual,First,5,4.25
2013,61202,Diesel,Automatic,First,7,14.5
2014,51000,Diesel,Manual,First,5,5.65
2016,88008,Diesel,Automatic,Second,7,22.5
2004,160000,Petrol,Automatic,Second,5,1.5
2012,42591,Petrol,Manual,First,5,3.2
2012,67000,Diesel,Manual,First,5,4.5
2014,48000,Diesel,Manual,Second,5,4.5
2014,97000,Diesel,Automatic,First,5,8
2018,10000,Diesel,Automatic,First,5,28.9
2015,56900,Diesel,Manual,First,5,4.1
2006,74483,Petrol,Automatic,First,5,2.3
2017,36152,Petrol,Automatic,First,5,7.22
2014,85512,Diesel,Manual,First,5,5.8
2013,234000,Diesel,Manual,Second,8,3.5
2013,36000,Diesel,Manual,Second,5,6.35
2015,36096,Diesel,Manual,First,7,8.85
2010,111111,Petrol,Manual,Second,5,2
2012,73000,Petrol,Manual,First,5,5.5
2014,44300,Petrol,Manual,Second,5,2.3
2014,74500,Diesel,Manual,First,5,7.95
2016,21495,Petrol,Manual,First,5,6.16
2012,59000,Petrol,Manual,First,5,2.85
2016,23000,Petrol,Automatic,First,5,25
2008,50135,Diesel,Manual,First,5,10.36
2016,25000,Petrol,Automatic,First,5,26
2013,47000,Diesel,Manual,First,5,4.35
2015,53503,Diesel,Manual,First,5,5
2014,47003,Petrol,Manual,First,5,3.67
2014,80000,Diesel,Manual,First,7,6
2018,20492,Petrol,Manual,First,5,6.34
2012,17000,Petrol,Automatic,Second,4,22
2006,79000,Petrol,Manual,Second,5,1.67
2014,27000,Petrol,Manual,First,5,7.95
2018,28786,Petrol,Manual,First,5,9.74
2011,143354,Diesel,Manual,Second,7,6
2013,21000,Petrol,Automatic,First,4,21.5
2009,73000,Diesel,Manual,Second,5,2.35
2012,74000,Diesel,Manual,Second,5,2.65
2011,65423,Petrol,Manual,First,5,3.16
2009,65000,Petrol,Manual,Second,5,2.05
2014,55277,Petrol,Manual,First,5,3.9
2017,50808,Diesel,Manual,Second,7,6.68
2017,52000,Petrol,Manual,Second,5,3.5
2017,32000,Petrol,Automatic,First,5,8.11
2017,25000,Diesel,Manual,First,5,8.3
2016,23218,Diesel,Automatic,First,5,45.61
2010,84000,Diesel,Automatic,First,5,4.45
2017,40000,Diesel,Manual,First,5,7.85
2014,25135,Diesel,Manual,First,5,3.75
2017,65000,Diesel,Manual,First,7,7.65
2013,40000,Petrol,Manual,First,5,4.9
2018,24500,Diesel,Automatic,First,7,16.52
2016,56674,Petrol,Automatic,First,5,14.05
2016,51950,Petrol,Manual,First,5,6.75
2016,51000,Diesel,Manual,First,5,9.2
2008,114750,Petrol,Manual,Second,5,2.75
2016,107890,Diesel,Manual,First,7,20.5
2012,64000,Diesel,Manual,First,5,4.25
2016,21460,Petrol,Manual,First,5,6
2015,29634,Petrol,Manual,Second,5,6
2008,52000,Petrol,Manual,First,5,2.41
2015,33000,Petrol,Automatic,First,5,7.25
2014,89230,Diesel,Manual,First,7,23.65
2016,27000,Petrol,Manual,First,5,6.5
2017,72524,Diesel,Automatic,Second,5,18.06
2016,73000,Petrol,Manual,First,5,3.2
2017,21740,Petrol,Manual,First,5,6.42
2015,59000,Diesel,Manual,First,7,23
2013,83432,Petrol,Manual,First,5,5.9
2014,87200,Diesel,Manual,First,7,7.75
2012,88000,Diesel,Automatic,First,5,15
2017,48324,Diesel,Manual,First,5,9
2011,51000,Petrol,Automatic,First,5,11.5
2012,24000,Petrol,Manual,Second,5,6.2
2017,20773,Diesel,Manual,First,5,5.92
2016,22000,Diesel,Manual,First,5,6.29
2014,66355,Petrol,Manual,First,5,4.12
2014,41125,Petrol,Manual,First,5,2.7
2017,43812,Diesel,Automatic,First,5,20.28
2014,69876,Petrol,Manual,First,5,3.9
2014,102000,Diesel,Automatic,Second,7,16.5
2011,68000,Petrol,Manual,First,5,3.7
2016,12000,Diesel,Automatic,First,4,79
2013,25000,Diesel,Automatic,First,5,17.99
2013,51873,Diesel,Manual,First,5,3.9
2012,72500,Diesel,Manual,First,5,3.12
2007,83000,Petrol,Manual,First,5,1.65
2015,39871,Petrol,Manual,First,5,3.5
2015,82000,Diesel,Manual,Second,7,4.85
2018,23152,Diesel,Automatic,First,5,39.22
2007,71600,Petrol,Manual,Second,5,2
2010,122000,Diesel,Manual,Second,7,10.45
2016,29277,Petrol,Automatic,First,5,27
2011,60000,Diesel,Manual,First,5,2.25
2014,42000,Petrol,Manual,First,5,3.45
2016,61823,Petrol,Manual,First,5,6.14
2011,110000,Diesel,Manual,First,5,4
2010,38446,Petrol,Manual,First,5,2.59
2017,33000,Diesel,Manual,First,5,6.96
2011,42118,Petrol,Manual,First,5,2.19
2016,70000,Petrol,Manual,First,5,3
2012,68038,Diesel,Manual,First,5,3.6
2014,55012,Diesel,Manual,Second,5,3.7
2013,55000,Diesel,Automatic,First,5,21.75
2017,25000,Diesel,Automatic,First,5,45
2011,46808,Petrol,Manual,Second,5,3.19
2015,65743,Petrol,Manual,First,5,6.2
2013,64466,Petrol,Manual,First,5,3.96
2009,75648,Diesel,Manual,First,5,0.82
2016,80000,Diesel,Manual,First,5,4.5
2017,69000,Diesel,Manual,First,5,3.55
2014,79200,Diesel,Manual,First,5,5.5
2016,29477,Petrol,Manual,First,5,10.25
2017,40000,Diesel,Automatic,First,7,30
2014,25000,Petrol,Manual,Second,5,3.5
2014,67668,Diesel,Manual,First,5,3.1
2010,78000,Petrol,Manual,First,5,3.25
2017,30000,Diesel,Manual,First,5,8.99
2015,70623,Petrol,Manual,First,5,3.99
2015,54000,Diesel,Manual,Second,5,6
2015,48000,Diesel,Automatic,First,5,18.25
2012,62000,Diesel,Manual,First,7,7.75
2017,47000,Petrol,Manual,Second,5,4.5
2014,171000,Diesel,Manual,First,7,16.75
2012,108000,Diesel,Automatic,First,5,17.5
2016,41000,Diesel,Manual,First,5,7.7
2012,66000,Petrol,Manual,Second,5,4.45
2015,144000,Diesel,Manual,First,5,5.25
2017,23806,Diesel,Automatic,First,5,33.66
2013,89000,Petrol,Automatic,Second,5,2.8
2018,38852,Petrol,Automatic,First,5,8.47
2018,68737,Diesel,Manual,First,5,9.32
2017,23106,Diesel,Automatic,First,5,27.43
2015,31250,Diesel,Manual,First,7,6.5
2014,77795,Diesel,Manual,First,8,9.5
2015,47759,Diesel,Automatic,First,5,31.8
2013,67620,Petrol,Manual,Second,5,4.2
2013,44378,Diesel,Manual,First,5,3.85
2012,64709,Petrol,Manual,Second,5,6
2007,76161,Petrol,Manual,First,5,1.65
2013,58410,Diesel,Automatic,First,5,14.5
2011,72000,Diesel,Manual,First,7,7.1
2016,11000,Diesel,Automatic,First,5,28
2017,45362,Diesel,Manual,First,5,9.38
2016,59767,Petrol,Manual,First,5,4.78
2003,70000,Petrol,Manual,Second,5,1.7
2019,14233,Diesel,Automatic,First,7,17.85
2010,72000,Petrol,Manual,Second,5,2.75
2014,11000,Petrol,Manual,First,5,5.95
2011,39000,Petrol,Manual,First,5,1.5
2019,19855,Petrol,Manual,First,5,3.8
2017,20149,Diesel,Automatic,First,5,38.5
2011,70000,Petrol,Manual,First,5,2.15
2010,62004,Petrol,Automatic,Second,5,3.75
2016,25500,Diesel,Automatic,First,5,8.95
2013,68800,Diesel,Manual,First,5,5
2010,61700,Petrol,Manual,First,5,2.95
2010,59660,Petrol,Automatic,First,5,10.49
2007,69775,Petrol,Manual,Second,5,1.85
2016,51787,Diesel,Manual,First,5,6.45
2009,88000,Petrol,Automatic,First,5,5.25
2014,47052,Diesel,Manual,First,7,5.99
2015,69749,Diesel,Manual,First,5,3.82
2012,79000,Diesel,Automatic,First,7,39
2016,39644,Diesel,Automatic,First,5,25.75
2012,137800,Diesel,Manual,First,5,2.2
2008,120000,Diesel,Manual,Second,5,2
2018,11000,Diesel,Automatic,First,5,56.5
2014,18600,Diesel,Automatic,Second,5,21
2014,116905,Diesel,Manual,First,5,4
2011,32824,Petrol,Automatic,First,5,3.83
2016,19148,Petrol,Manual,First,5,5.89
2010,35008,Petrol,Manual,First,5,1.36
2013,21000,Diesel,Automatic,Second,4,44
2016,36000,Petrol,Manual,First,5,8
2012,56121,Diesel,Manual,First,5,4.25
2018,30000,Diesel,Manual,First,5,6
2016,31021,Diesel,Automatic,First,5,16.61
2013,52600,Diesel,Manual,First,5,7.26
2005,60000,Diesel,Manual,First,8,4
2016,44001,Diesel,Automatic,First,5,34.51
2007,84169,Petrol,Manual,First,5,2.2
2017,14001,Petrol,Manual,First,5,5.75
2016,59000,Diesel,Automatic,First,7,36.75
2009,29000,Petrol,Automatic,Second,5,10
2012,38800,Diesel,Manual,First,5,4.05
2011,98000,Diesel,Automatic,First,7,22
2017,20969,Diesel,Automatic,First,5,27.87
2018,2900,Diesel,Manual,First,5,8.75
2016,69000,Diesel,Manual,First,5,4.79
2018,5833,Diesel,Manual,First,5,11.92
2016,28733,Diesel,Automatic,Second,7,53.11
2006,145000,Petrol,Manual,First,5,1.15
2014,71000,Diesel,Manual,First,5,7.45
2017,12000,Petrol,Manual,First,5,3.5
2018,21603,Diesel,Automatic,First,5,70.15
2013,58000,Diesel,Automatic,First,5,19.5
2012,39000,Petrol,Automatic,Second,5,15
2017,37712,Diesel,Manual,First,7,7.57
2012,68000,Petrol,Manual,First,5,4.4
2016,25000,Diesel,Automatic,First,5,60
2010,30000,Petrol,Manual,First,5,1.6
2014,68218,Petrol,Manual,First,5,4.9
2014,52000,Diesel,Manual,First,7,5.95
2015,63591,Diesel,Manual,First,5,5.35
2014,57937,Petrol,Automatic,First,5,5.4
2015,21979,Diesel,Automatic,First,5,23.45
2002,99000,Diesel,Manual,Second,5,1.9
2016,62000,Diesel,Manual,First,5,6.1
2006,127001,Diesel,Manual,First,8,4.95
2013,84600,Petrol,Manual,Second,5,2.5
2018,30953,Petrol,Manual,First,5,3.48
2012,78000,Diesel,Manual,First,5,4.4
2008,85000,Diesel,Manual,First,6,7.99
2008,79000,Diesel,Automatic,First,5,10.99
2014,79000,Diesel,Automatic,First,7,18.5
2018,48188,Diesel,Manual,First,5,21.69
2014,67557,Diesel,Manual,First,5,5.17
2011,103814,Diesel,Manual,Second,5,4.5
2014,45128,Diesel,Manual,First,8,6.75
2013,56075,Petrol,Manual,First,5,3.12
2011,166000,Diesel,Manual,First,8,8.25
2017,65367,Diesel,Automatic,First,7,20.14
2013,114708,Diesel,Manual,First,8,12.6
2015,35082,Diesel,Manual,First,5,6.61
2016,38593,Diesel,Automatic,First,5,13.23
2008,70700,Diesel,Manual,First,8,4.75
2011,83000,Diesel,Manual,Second,5,2.9
2014,91586,Diesel,Automatic,Second,7,9.47
2008,38235,Petrol,Manual,First,5,1.95
2011,37000,Petrol,Manual,First,5,2.2
2006,50888,Petrol,Manual,First,5,1.15
2013,44000,Petrol,Manual,Second,5,4.35
2016,54000,Petrol,Automatic,First,5,4.5
2013,90000,Petrol,Manual,First,5,3.55
2015,35000,Diesel,Manual,First,5,4.75
2012,47324,Petrol,Manual,Second,5,4.52
2012,65148,Diesel,Automatic,First,5,12.75
2014,57773,Diesel,Automatic,Second,5,20.04
2014,87000,Diesel,Manual,First,5,6.5
2007,179032,Diesel,Manual,First,7,7.5
2016,8000,Petrol,Automatic,First,5,4.15
2007,77000,Petrol,Manual,First,5,2.5
2016,20600,Petrol,Manual,First,5,5.4
2016,13198,Petrol,Manual,First,5,3.15
2015,21000,Diesel,Automatic,Second,7,52.5
2016,38000,Petrol,Manual,First,5,5.95
2019,15379,Petrol,Automatic,First,5,6.97
2011,60000,Petrol,Manual,First,5,3.2
2007,70000,Petrol,Manual,First,5,1.12
2013,75371,Diesel,Manual,First,5,6.69
2014,60000,Diesel,Manual,Second,5,5.9
2009,30675,Petrol,Manual,First,5,2.25
2013,22000,Diesel,Manual,First,5,4.5
2015,55000,Petrol,Manual,First,5,2.61
2010,74213,Diesel,Automatic,First,5,11.5
2016,15000,Petrol,Automatic,First,4,35
2010,57000,Petrol,Manual,First,4,0.5
2015,62144,Diesel,Manual,Second,5,5.75
2017,50000,Diesel,Manual,First,5,11.5
2015,38000,Petrol,Manual,First,5,2.75
2016,30000,Diesel,Automatic,Second,5,31.5
2016,38735,Petrol,Manual,First,5,4.92
2012,23598,Diesel,Manual,First,5,3.52
2014,70000,Diesel,Automatic,First,5,17.55
2016,39000,Diesel,Manual,First,5,5.8
2013,84175,Diesel,Manual,First,5,6.95
2013,45000,Petrol,Manual,First,5,2.4
2013,59302,Diesel,Automatic,First,5,5.25
2012,55002,Petrol,Manual,First,5,4.25
2008,128813,Diesel,Manual,First,5,1.5
2016,46522,Diesel,Manual,First,5,4.5
2014,180000,Diesel,Manual,First,5,2.5
2016,54000,Diesel,Manual,First,5,6.5
2015,66337,Diesel,Manual,First,5,4.96
2012,60000,Petrol,Manual,First,5,3.25
2010,38001,Petrol,Automatic,First,5,8.5
2014,73000,Petrol,Manual,Second,5,2.75
2011,61000,Petrol,Manual,Second,5,3.4
2013,120000,Diesel,Manual,First,7,7
2012,71787,Petrol,Manual,First,5,3.21
2016,11554,Diesel,Manual,First,5,14.25
2014,90000,Diesel,Manual,First,5,6.5
2014,48104,Petrol,Manual,First,5,5.49
2007,58815,Petrol,Manual,First,5,1.99
2015,33931,Petrol,Automatic,Second,5,5.91
2019,13916,Petrol,Manual,First,5,6.44
2015,14000,Petrol,Manual,First,5,4.6
2007,121000,Diesel,Manual,Second,5,2.35
2016,17560,Petrol,Manual,First,5,7.21
2016,60000,Diesel,Manual,First,5,8
2009,88096,Diesel,Manual,Second,5,3.5
2008,178280,Diesel,Manual,First,8,5.9
2015,19963,Petrol,Manual,Second,4,1.74
2019,1000,Petrol,Manual,First,5,6.8
2017,8000,Petrol,Manual,First,5,7.5
2016,9200,Petrol,Manual,First,7,8
2015,29000,Diesel,Manual,First,5,5.99
2017,27000,Diesel,Manual,First,5,12.9
2018,22900,Petrol,Manual,First,5,7
2014,50000,Diesel,Automatic,First,5,35
2015,60207,Diesel,Manual,First,5,5.5
2010,101119,Diesel,Automatic,First,5,18.46
2010,42000,Petrol,Manual,First,5,2.4
2012,60000,Petrol,Manual,Second,5,2.65
2015,66122,Diesel,Automatic,First,5,5.96
2015,25100,Diesel,Automatic,First,4,75
2017,24733,Petrol,Automatic,First,5,27.15
2008,41000,Petrol,Automatic,Second,5,10.5
2015,30000,Petrol,Manual,First,5,6.7
2013,36000,Diesel,Manual,First,5,4.9
2017,40279,Diesel,Manual,First,7,8
2018,46805,Petrol,Manual,First,5,3.63
2015,60000,Petrol,Manual,First,5,4.8
2017,100000,Petrol,Manual,First,5,4.25
2018,51530,Diesel,Automatic,First,7,30.27
2013,81456,Diesel,Manual,First,5,14.25
2012,37229,Petrol,Automatic,First,5,3.41
2009,73200,Petrol,Manual,First,5,2.78
2015,71826,Diesel,Automatic,First,5,15.5
2017,129000,Diesel,Manual,First,5,3
2012,82000,Petrol,Manual,First,5,2.3
2017,40459,Diesel,Manual,First,5,13.28
2009,61964,Petrol,Manual,First,5,2.25
2011,15466,Petrol,Manual,First,5,3.36
2014,23000,Petrol,Manual,First,7,4.25
2012,43766,Petrol,Manual,First,5,4.3
2010,54000,Petrol,Automatic,First,5,6
2018,18521,Diesel,Manual,First,5,9.18
2017,26400,Petrol,Manual,First,5,4.99
2011,31900,Petrol,Manual,First,5,3.75
2010,39000,Diesel,Manual,First,5,2.5
2016,45671,Diesel,Manual,First,5,7.2
2016,39500,Diesel,Automatic,First,5,29.5
2015,54000,Diesel,Automatic,First,5,17.55
2012,20000,Diesel,Automatic,First,5,12
2009,55000,Diesel,Automatic,First,5,13.5
2014,48000,Diesel,Automatic,First,5,5.1
2011,70000,Diesel,Automatic,First,5,10.3
2014,62000,Diesel,Manual,First,5,5.7
2014,41994,Petrol,Manual,First,5,3.41
2010,108882,Diesel,Manual,Second,5,2.4
2017,24806,Petrol,Manual,First,6,5.6
2006,160000,Diesel,Manual,First,5,1
2017,30000,Diesel,Automatic,First,7,8.2
2015,51000,Diesel,Automatic,First,5,27.5
2015,64876,Petrol,Manual,First,5,3.5
2017,25299,Diesel,Manual,First,5,10.34
2006,89869,Diesel,Manual,First,8,3.25
2008,68282,Petrol,Manual,First,5,2.25
2014,60033,Diesel,Automatic,First,4,51.52
2018,51921,Diesel,Manual,First,5,8.62
2017,18414,Diesel,Manual,First,5,7.25
2016,40866,Petrol,Manual,First,5,5.47
2014,55001,Diesel,Automatic,First,5,31
2017,20469,Petrol,Automatic,First,4,35.98
2017,8500,Petrol,Manual,First,5,3.42
2008,45000,Diesel,Automatic,Second,5,11.5
2016,6000,Petrol,Manual,First,5,7.25
2018,11000,Diesel,Manual,First,5,8
2015,80064,Diesel,Manual,First,5,7.33
2016,29930,Petrol,Manual,First,5,3.35
2013,49105,Diesel,Manual,First,5,4.4
2012,55000,Petrol,Manual,First,5,2.99
2015,23000,Petrol,Manual,First,5,5.6
2016,54727,Diesel,Manual,First,5,6.63
2018,31426,Diesel,Manual,First,5,7.9
2015,53442,Petrol,Manual,First,5,7
2014,28000,Petrol,Automatic,First,5,4.95
2017,13412,Petrol,Automatic,First,5,9.19
2011,70000,Diesel,Manual,First,5,5.1
2015,81310,Diesel,Manual,First,5,5.9
2019,13574,Petrol,Automatic,First,5,9.51
2008,75000,Petrol,Manual,Second,5,3.9
2014,58310,Petrol,Manual,Second,5,5.39
2009,90000,Diesel,Manual,Second,5,3
2012,83000,Diesel,Manual,First,5,4.3
2017,37282,Petrol,Manual,First,5,6.75
2017,23000,Petrol,Manual,First,5,4.5
2010,82000,Diesel,Manual,First,5,2.75
2016,31000,Diesel,Manual,First,5,9
2014,45001,Diesel,Manual,Second,5,2.55
2014,50446,Diesel,Manual,First,5,3.54
2009,89000,Petrol,Manual,First,5,4.25
2007,72000,Petrol,Manual,Second,5,1.2
2013,90000,Diesel,Automatic,First,5,19.5
2015,76000,Diesel,Manual,Second,7,12
2012,78401,Diesel,Manual,First,5,3.9
2017,38426,Diesel,Manual,First,5,9.13
2011,45000,Petrol,Manual,First,7,2.25
2012,83000,Petrol,Manual,First,5,3.25
2017,50170,Diesel,Automatic,First,5,14.79
2010,37822,Petrol,Manual,First,5,2.35
2015,33517,Diesel,Manual,First,5,3.1
2014,110000,Diesel,Automatic,First,7,12.9
2017,60000,Petrol,Manual,First,5,2.5
2013,92408,Petrol,Manual,First,5,3.65
2014,45000,Petrol,Manual,First,5,7.5
2013,33793,Petrol,Manual,First,5,3.74
2017,26327,Petrol,Manual,First,5,5.86
2018,20604,Diesel,Automatic,First,5,39.62
2018,61386,Diesel,Manual,First,5,7.05
2018,11500,Diesel,Automatic,First,5,7.5
2012,58000,Diesel,Manual,First,5,2.1
2014,38000,Petrol,Automatic,First,5,11.6
2012,49000,Diesel,Automatic,Second,5,19.25
2017,72202,Diesel,Manual,First,8,17.92
2016,7000,Petrol,Manual,First,5,3.6
2014,20000,Diesel,Manual,Second,5,4.5
2017,14061,Diesel,Manual,First,5,7.4
2018,30706,Diesel,Automatic,First,5,59.29
2011,51387,Diesel,Manual,First,7,5.5
2006,44000,Petrol,Manual,Second,5,1.75
2016,12208,Petrol,Manual,First,5,6.75
2011,55000,Diesel,Manual,First,5,3.95
2011,61600,Petrol,Manual,First,5,4.2
2016,28414,Petrol,Manual,First,5,8.4
2017,27853,Petrol,Automatic,First,5,8.25
2013,55116,Petrol,Manual,First,5,3.31
